preliminary_decision,review__confidence,review_evaluation,review__id,review__orientation,review__text,sentiment,sentiment_class
,4.0,1.0,3.0,0.0,"The publication aims to show the benefits of metric structures for image recovery. This work is the continuation of several works already presented, such as. [1] ""Parallel metric structures in image retrieval"", Peña-Jaramillo, E. (Referenced in the paper) [2] ""Definition of an Image Retriever based on Contents on Metric Spaces"", Eduardo Peña-Jaramillo, et to the. (Not referenced). [3] ""Parallel Metric Structures in Image Retrieval on the Web"", Eduardo Peña-Jaramillo, et al. (Not referenced). Regarding reference number [1], it has not been possible to obtain an electronic copy, and from the aforementioned publications [2] and [3], it can be said that there is a new contribution in the experiments carried out on GNAT and Spaghetis structures. It must be explained in the publication that the work is not original from the author's point of view, and that its extension is based on the works [1], [2], [3] or another that is directly related to the work presented. . - The text is well structured and it is easy to understand what you want to explain. - Good presentation, no serious problems. Just improve the figures in the graphs, especially the accent marks, in Matlab you can add text in latex to avoid these types of problems. The word ""more"" appears a couple of times without an accent. - In the ""Introduction"" section, although the work is presented in a general way, I think it would be important to point out the state of the art in these matters. Are there related works? Are there important references? What is the contribution of the work to the state of the art?, etc. A more exhaustive bibliographic review is missing. - In the ""Feature Extraction"" section I have found some details such as: - It has been difficult for me to find a definition of the layout technique since there is only one reference [1], so I suspect that the characteristics obtained from each sub-image as a signal which are mixed to obtain the vector that represents the total image, as it says in the text: ""The union of all the extracted features gives us the result..."", where it is not clear the type ""union"" that is performed. - The same thing also happens when the Fisher discriminant is referenced, again reference is made to [1]. A more relevant source should be added for this point. - The type of database used is not explained in detail. Is it public or private domain? What type of images or groups of images it contains. How many are there per class? Are there repeated images? Image quality. The idea is to have a framework of reference so that anyone who wants to compare their algorithms with yours does so on equal terms. - From the images shown in Figure 2, I can deduce that the database (I hope I am wrong) has repeated images, which can produce a bias when calculating the precision, sensitivity and specificity values of the recovered images. I think that the ideal database to be able to correctly measure the quality of the recovery should have different images even if they have the same appearance, but never the same. Since when recovering a set of images based on a query image, if they are repeated, the number of true positives will be proportional to the repeated ones, which will result in a bias in the calculation of the metrics. Recommendations - In the text it is mentioned (conclusions section) that the solutions are not entirely satisfactory. I believe that currently there are projects such as http://similar-images.googlelabs.com/, http://www.like.com/, http://www.tineye.com/, among others; which show great progress in this field and would be good to be reviewed. - On the other hand, regarding the set of features used, I recommend reviewing other types of features that have been shown to be invariant to scale and rotation. [4] ""Distinctive Image Features from Scale-Invariant Keypoints."" David G. Lowe. International Journal of Computer Vision, 2004. as well as its improvement [5] ""SURF: Speeded Up Robust Features"", Computer Vision and Image Understanding (CVIU). Herbert Bay, Andreas Ess, Tinne Tuytelaars, Luc Van Gool. Vol. 110, No. 3, pp. 346--359, 2008.","{'neg': 0.037, 'neu': 0.863, 'pos': 0.1, 'compound': 0.9927}",Positive
accept,5.0,1.0,1.0,0.0,"General comments: • It is recommended to review the entire writing since there are extra words or words written incorrectly, for example: incomplete, items (page 3); quedebe (page 4), del de (page 5)… etc • Check the spacing of the words • Check the numbering of the bibliography since it has to be listed in the order in which it appears. • Check that the text is the same size (example: end first column page 1) Comments by sections II SCRUM YSPEM • Reference the part dedicated to SCRUM as well as the figure since it is not the authors' own but taken from someone else III REQUIREMENTS COLLECTION USING SPEM • Review the concept of stakeholder or reference which reference used that concept, for example, include the stakeholder concepts for CMMI. “Stakeholder A group or individual who is affected by or is in some way responsible for the outcome of a business” “Stakeholder A group or individual who is affected by or is in some way responsible for the outcome of a company” IV SOFTWARE DEVELOPMENT WITH SCRUM • Title of Figure 5, the title of the figure can be improved for example: model of the software development process based on SCRUM and using SPEM for its modeling • It is recommended to reinforce the section by adding references for terms V METRICS TO DEFINE THE QUALITY OF SOFTWARE DEVELOPMENT • It is recommended to add references when describing the concepts of metrics VI A STUDY CASE • It is recommended to improve the description of Table I (content of columns and operation or operations carried out for establish the standard deviations of weight and evaluation) • There is a vignette without text below Table 1 • It is recommended to support the section with a graph or table that shows a summary of the quality measurement, to understand the measurement “ just in time” which he talks about in the conclusions","{'neg': 0.012, 'neu': 0.891, 'pos': 0.098, 'compound': 0.9761}",Positive
,5.0,0.0,2.0,-1.0,"The article promises to present a method to measure the quality of software development in SCRUM. I consider the proposal interesting and relevant, however the work has weaknesses in its construction. The promise of the title is diluted in the abstract and the introduction, with the “introduction” of SPEM as a tool. Then, in the body of the article, the link between SPEM and the proposed quality measurement method is not clear. The case study on which they are basing their work is also not clear. Modeling in SPEM is about SCRUM in a theoretical way in the case study. The evaluation of the method does not seem to measure the quality of the software, but rather the criteria of those involved regarding adherence to the modeled process. And in any case, it always measures intermediate documents of the process and not defects or primary attributes of the quality of the software produced. Minor comments: - Review the construction of references - SCRUM modeling does not include the retrospective meeting. If you are modeling a particular implementation of SCRUM, clarify this in the body of the paper. Otherwise it is a major modeling error. - Why do they use a traditional process to model an agile process? Couldn't one of the latter have been used? - On the first sheet, at the end of the first column, change the font.","{'neg': 0.039, 'neu': 0.925, 'pos': 0.036, 'compound': -0.1672}",Negative
accept,3.0,2.0,1.0,1.0,"Interesting work that deals with the simulation of urban environments to simulate accidents and measure the effects of urban interventions that help in their prevention. The work is a contribution both from the point of view of its objective, and from the detailed description it makes of the process of integration of technologies that allowed it to be carried out, which can be replicated for projects that use 3D technology with other objectives, as well as the strategies used to refine the model through hot air balloons. What is missing, however, is a review of similar works to have established a comparison.","{'neg': 0.042, 'neu': 0.887, 'pos': 0.071, 'compound': 0.4588}",Positive
accept,3.0,1.0,1.0,1.0,"This is an interesting work, where the author wants to show Honeynets as an alternative security measure, to learn how intruders operate and thus create new forms of protection. Observations: - The name of the sole author must be centralized in the article. - Words and figures in English. The article is in Spanish. - The references are inadequate: there is only one article cited and with an incomplete reference. Improve the bibliographic review, citing current articles and books.","{'neg': 0.032, 'neu': 0.847, 'pos': 0.121, 'compound': 0.7506}",Positive
accept,3.0,-1.0,1.0,-1.0,"SUMMARY. The work describes the steps to follow to apply fuzzy logic concepts on mobile devices. To exemplify the steps to follow, the author used a mobile robot called AMADEUS (similar to the cleaning robots marketed in Japan [1]). To apply the concepts of fuzzy logic, the Mamdani module was used. General evaluation. The topic is very interesting and very recurring lately. Devices that use fuzzy logic to operate are a very interesting and innovative bridge between Artificial Intelligence and ""pervasive computing"". However, this work has at least one important weakness that should be resolved: 1) The work does not show why it is really important to use fuzzy logic. An example application is strongly recommended for work. How would using fuzzy logic on mobile devices help? 2) At work it is not very clear to me if the use of fuzzy logic on mobile devices is something new in this area. If it is not something new, perhaps the work could become just a repetition of other work. If it's something new, please mention it. Minor Comments: - In the conclusions, the phrase ""it was demonstrated"" is mentioned; it is suggested to change to ""was shown"". - Be careful with the use of punctuation (e.g. ""..."", ""."") and capitalization. - At the end of the introduction, it is suggested to mention the structure of the document. [1] Auto Mee: www.yumeki.org/comercilizaran-pequeno-robot-limpiador-de-dispósitos-tactiles","{'neg': 0.021, 'neu': 0.864, 'pos': 0.115, 'compound': 0.9574}",Positive
,3.0,-2.0,2.0,-1.0,This article is not a research article as it only shows how to program a robot using the fuzzy logic tool. This issue has already been proposed as a solution in robot navigation.,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.3182}",Positive
,4.0,1.0,3.0,1.0,"The work, according to the reviewers, does not present a direct scientific contribution in the area of robotics or fuzzy systems, however it is a very interesting application to be presented at the INFONOR 2013 Robotics Workshop. That is why it is recommended to accept the article for presentation.","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.7501}",Positive
accept,3.0,1.0,1.0,1.0,"This article proposes a system that adds fuzzy components to certain attributes of a database with information about the physical state of people. The application of the work is interesting, since there are few experiences where fuzzy attributes are used in practice for storage and consultation in our country, so it can make the topic discussed interesting for our congress. However, the following aspects are either not clear or incomplete: - Use the format requested by the congress. - Improve the general writing of the summary/introduction - Write point 3, 4.1.1 in the third person when referring to the client - Be careful with the use of abbreviations that are sometimes used in lowercase or capital letters - Write the conclusion with an approach where it is left It is not clear what benefits the user of the system obtained with respect to a non-fuzzy system - It is not clear how the membership functions used were determined. - There is a lack of some type of study/comparison to verify the contribution that a system like the proposed one improves or complements a traditional system in the applied area. Due to the above, it is recommended to accept the article for presentation at the Business Applications Workshop.","{'neg': 0.051, 'neu': 0.817, 'pos': 0.132, 'compound': 0.9378}",Positive
reject,4.0,-2.0,1.0,-1.0,"A Learning Object serves as support to the educational process, to develop competencies in students in one of the three types of knowledge (conceptual mastery, procedural mastery and development of attitudes and values). In none of these areas is there evidence to prove it. In addition to the fact that the experiences are very basic, the abstract, I quote it verbatim: ""The Article presents the experiences collected from the application of Learning Objects in the development of the subject of Introduction to Automata Theory, because in the development of the course, significant changes have been deployed, proposing detailed and exhaustive academic monitoring through a “Quick Feedback” and “Short Questions” scheme."", the experiences collected are not shown nor is it mentioned how they would obtain them.","{'neg': 0.012, 'neu': 0.952, 'pos': 0.036, 'compound': 0.4588}",Positive
,4.0,-1.0,2.0,-1.0,"The need to use Learning Objects (LO) for teaching the course ""Introduction to Automata Theory"" is presented. However, there is very little information dedicated in the article to the LOs chosen for the course, there is no information on the results of their application or their consequences (learning results, student survey to validate it, etc.). That is why it is not recommended to accept the article, unless information is added that supports the application of OA in this course.","{'neg': 0.069, 'neu': 0.839, 'pos': 0.092, 'compound': 0.4605}",Positive
accept,4.0,1.0,1.0,1.0,"The article is interesting because of the topic it addresses and the results of the analyzes carried out, more than because of the methodology itself. I have questions about how the analyzes are fed with new information and how the system is integrated into the USACH transactional systems. However, it is an interesting application.","{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.6597}",Positive
,3.0,-2.0,2.0,-2.0,"1. What is proposed is interesting as an application but it is not a scientific work. 2. The summary does not indicate anything regarding the proposed methodology, which is perhaps why the title “Development of a Methodology”…. It should be oriented towards “A proposal for the systematization of the propaedeutic information system…”. 3. No methodology is proposed, it is an “interesting” application but not a methodology. 4. On page 3 correct writing error “in Figure 1, organized as”. 5. The idea of what is proposed needs to be better substantiated, that is, a “clear” analysis of the advantages of why the proposal is interesting and important is carried out. For example, you can make a table with the advantages over other models. Just as this does not indicate an advantage over other methods because other methods are not analyzed.","{'neg': 0.056, 'neu': 0.824, 'pos': 0.119, 'compound': 0.8587}",Positive
,4.0,-1.0,3.0,-1.0,"The article proposes, according to the article, a computational platform related to academic information from the USACH Propaedeutic. Subsequently, in ""III. Development of the Proposal"" a methodology is proposed. It is not clear if it is a computational platform, if it is a methodology, if it is a systematization of information... The Abstract must be improved, as should the Conclusions. The article is short, it could have presented the proposal better if it had been a little longer (the proposal is presented in less than 2 pages). Other observations: - Change ""Reserved Words"" to ""Keywords"" - In Introduction, the web pages mentioned must be declared in References. - References are confused with the identification of sub-section titles. For example: ""[1] Multicriteria Decision"" (not Reference 1). - On page 3, change ""organziados"" to ""organized"". - On page 5, it says ""Table 2"", it should say ""Table 3"".","{'neg': 0.032, 'neu': 0.925, 'pos': 0.043, 'compound': 0.3645}",Positive
,1.0,1.0,4.0,1.0,"This paper, according to the reviewers, does not directly contemplate a scientific contribution, however the experience and the topic discussed are interesting to present at the congress. Although it cannot be presented as a regular paper at the conference, it is recommended to accept the article for presentation at the Infonor 2013 education workshop.","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.7269}",Positive
accept,,,,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
accept,2.0,2.0,1.0,1.0,"SUMMARY: The work relates the steps followed to use the SAP ERP software in Embonor, a producer and distributor of Coca-cola products. Before reporting this experience, this company already had some SAP modules implemented (Financial, FI-CO, Logistics, Human Resources). General evaluation. Although the work does not present a scientific structure of an article, it is extremely interesting (in my opinion) to hear in more detail about this experience in infonor 2013. Perhaps, I would recommend adding/presenting a little more about the evaluations this implementation (in its conclusion, they mention this as future work). Minor comments: - Mainly take care of the spacing between words and points. - Figure 1 is very unclear. - Figure 4 says: ""Table menus xx (standard on every SAP screen)"" xx?","{'neg': 0.019, 'neu': 0.911, 'pos': 0.071, 'compound': 0.7506}",Positive
accept,5.0,1.0,1.0,-1.0,"General comments: • There is talk of a template, however nowhere in the article does this template appear • It is recommended that an example of data collection be included in the template • Adding graphs of analyzed data can support a better understanding of the analysis that was carried out. • Review the entire writing since there are many inconsistencies in the writing, for example: extra articles or missing words • Check the spacing of the paragraphs • There is very little bibliography • Check that the indentations used as the beginning of the paragraph are in accordance with the format of the congress • Review the format of the bibliographical references Comments by sections Keywords: • Review the keywords: …case study, ISO 9126 Introduction • General….? → Generally or In general C. ISO 9126 • It is recommended to review the translation made in the section of ISO 9126, in addition to being careful in the sub-characteristics that it mentions and in what it actually describes since on more than one occasion the Names. • Efficiency is not described as it has been done with other quality attributes. • Review the sub-characteristics included in the portability attribute, especially in the sub-characteristics of effectiveness, productivity, physical security and satisfaction, and provide reference to where this information was extracted. Development of the template • I understand that the first bullet “When interacting…” a brief description of the moment in which you must answer the associated question “Does it exist…”, I recommend using different bullets since the way you have it causes confusion… so in all sections that this situation applies Application of the practical case • A better description of the percentages is recommended, for example adding a table in which the total number of questions associated with each attribute and the associated percentage are mentioned.","{'neg': 0.007, 'neu': 0.902, 'pos': 0.091, 'compound': 0.9633}",Positive
,5.0,-2.0,2.0,-1.0,"The document attempts to show an evaluation of software quality attributes based on the ISO 9126 standard. The document shows a proposal for a template with a series of questions to analyze the quality of different quality attributes of a developed software product. However, the document lacks structure. The writing is poor. In some parts of the document the formatting parameters required in the authors' guide are not followed. For example, the abstract is centered and according to the event guide it must be justified. Some paragraphs of the document are presented in the same way. Regarding the writing, the document is difficult to read, the punctuation marks are missing or poorly placed. The keywords do not match as article keywords. There is a lack of bibliographical references to support the claims made. Although the template may be as useful as they try to ensure at work, it is necessary to seek a more consolidated validation to ensure its usefulness. The statistics presented lack valid justifications and the presentation format is poor. Much of the document focuses on making statements described in the ISO 1926 standard and: 1. It is not properly cited as the main reference of the work. 2. Focusing the article on summarizing the definition of each characteristic or subcharacteristic of the standard does not seem very appropriate for this type of work. The presentation format of the template lacks clarity. It appears to be a questionnaire format but it is not shown as such. There is a list of unclear statements and questions. Some of these questions are mentioned in the results, however they do not appear in the list called by the author as ""template"", such as: Does the system operate together with another system? In general terms, the work needs to be refined much more.","{'neg': 0.043, 'neu': 0.915, 'pos': 0.042, 'compound': -0.1406}",Negative
,4.0,-2.0,3.0,-2.0,"The article presents a case study of the application of a template to measure quality according to the ISO 9126 standard. Although it is true that it adjusts to the scope of the event and its proposal may be of interest to software engineers who wish to have a practical instrument to apply in their quality systems, the work has serious deficiencies that must be improved to be published. The technical presentation of the document has flaws that do not meet the established standards for writing the article. In particular, we can mention some: - The format is not uniform as can be seen in the abstract, which has different settings in its extension. There are also differences in the spacing after each paragraph. Sometimes it exists and sometimes it doesn't. The bullets have different indentations. Bibliographic references have different indentations. - The most serious thing is the spelling and writing. The document requires a thorough editing review. In just the first two paragraphs of the introduction I have found more than 5 errors. Regarding its structure, I think it should be reorganized to improve its presentation. I think the objectives should be included in the introduction. The presentation of the ISO criteria should be summarized in a descriptive table. It is incredibly extensive and I think it can be referenced to see details. On the other hand, I think it should be clarified whether the template is pre-existing or is a proposal from the work, in which case it should be highlighted as it would be the main contribution of the article. Your presentation is unfortunate. I think it should be summarized in a table and clearly stipulate what can be answered. Most are not even presented as questions. I insist that if the template is the contribution, it should be made easier for other engineers to use. Your presentation does not help this. (for example the first, ""When interacting with the system, identify how predictable it is"": what do I answer?) The instrument should be self-contained so that it clearly contains a guide for its application. Furthermore, it does not provide clarity on how I combine query responses to obtain a quality metric. I think there is too much work left for the reader. The results are not presented in a readable way. I think a table would help. It even mentions the tabulation of the results several times but this does not appear. Since it is a case study, I would like to see in that table the responses that were obtained and how the percentages that measure quality were calculated.","{'neg': 0.026, 'neu': 0.925, 'pos': 0.049, 'compound': 0.8649}",Positive
accept,5.0,2.0,1.0,0.0,"It presents a search for an answer from a request in a call center. The work is well presented, but very long, and that does not allow us to clearly see what the authors want to contribute.","{'neg': 0.052, 'neu': 0.778, 'pos': 0.17, 'compound': 0.5501}",Positive
accept,5.0,1.0,1.0,0.0,"It is an interesting application, except that there are measures such as averages that are not additive, so the design must be corrected, since the results of the system may be erroneous (do not use them to make decisions until the averages are eliminated, these must be built at each level role up).","{'neg': 0.05, 'neu': 0.903, 'pos': 0.048, 'compound': -0.0258}",Neutral
,4.0,-2.0,2.0,-2.0,"This work addresses an interesting topic, but it is very poorly presented. Starting with the summary, which ends with a truly incomprehensible paragraph: ""Any result is possible by properly modeling the data and then executing the ETL process and thus ending up exploiting them with an OLAP tool."" The Introduction does not improve; It begins with ""He was born like this..."", which is the first phrase, which does not correspond, since in style it seems to be the continuation of another idea. Point II, Theme, appears as a good opportunity to give an account of the state of the art, but it is used to group a set of definitions, without it being clear that they are part of a whole that the author will use as a basis to develop the proposal. he. Point II, Analysis of the problem, is reduced to the processing of the data. The author once again misses an opportunity to raise the issue and highlight the impact of his proposal. The text contains a significant number of spelling errors, which do not hinder the understanding of the writing, but do demonstrate a lack of neatness in the writing. In VI Exploitation of indicators, important space is allocated to the first indicator: average age... Since the values obtained are quite close in all regions, what is this data really for? More precise revisions are required for a text that does not meet the expected quality standards.","{'neg': 0.08, 'neu': 0.789, 'pos': 0.131, 'compound': 0.918}",Positive
,3.0,-1.0,3.0,-1.0,1. What is proposed is interesting as an application but it is not a scientific work. 2. The application of a Datamart is no longer interesting from a technical point of view as presented by the author since there is a lot of documentation and work on the matter. 3. The author must look for other avenues if she wants to investigate the area. 4. There are design errors in the fact table measurements. Therefore it is possible that some results are not good.,"{'neg': 0.101, 'neu': 0.826, 'pos': 0.073, 'compound': -0.536}",Negative
,3.0,1.0,4.0,1.0,"The article, according to the reviewers, is not a scientific contribution, but the topic is particularly interesting to discuss at our congress. This is why it is recommended to accept the article for presentation at the Business Applications Workshop instead of a regular paper.","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.8621}",Positive
accept,1.0,0.0,1.0,-1.0,"This article presents a Comparative Analysis of Maturity Models in Business Intelligence, showing the DEA and MESME techniques to perform this analysis. Even when the method itself is clear, it is not understood if the resulting model is selected for any organization, that is, if it is general. You should use Business Intelligence, instead of Business Intelligence. These models are surely defined for large companies in the United States, so do they work equally well in Chilean companies? Maturity in Business Intelligence in companies in developed countries is different from countries like Chile. It is not necessary to include point II by itself. In point V, paragraph 2, indicates that a DEA adaptation is described and does not specify the reference or whether it is an adaptation proposed by the authors, in addition to indicating why an adaptation is used. On page 4, first paragraph indicates that the Hierarchy model is excluded and then adds it back in the following steps. On page 5, letter E, it is not clear why output should be increased by 10% to increase efficiency. In the letter F you must change the word 'we can' and in the second paragraph it seems that the table to reference is 5 and not 6. You must describe the elements of equation (3). In letter B, of VI, it is not understood why the EI model was selected, if it had lower efficiency. The graphs of each model are not clear in Figure 6. In points V and VI he labels the steps with numbers and then describes them with letters. You must use an equation editor. The article does not have the specified format for this and is longer than 8 pages. On page 7, including the table produces a mismatch in the text that must be fixed.","{'neg': 0.014, 'neu': 0.862, 'pos': 0.124, 'compound': 0.9853}",Positive
,4.0,1.0,2.0,0.0,"The article presents a quantitative comparison (DEA Technique) and qualitative comparison (MESME Methodology) of selected BI maturity models. The article is an approach for the generation of a future methodological guide focused on implementing improvements in BI maturity for an organization. Therefore, it is an initial investigation, but the comparison made is interesting. For the quantitative comparison, 5 of the 6 methodologies were selected. Later, when the qualitative analysis was carried out, we worked with 6 methodologies and not 5, including the one already discarded. On page 2 it says ""This research aims to identify..."". The goal is not to ""identify"" but to ""make a comparison to select..."". Section IV talks about a systematic review, but does not include any reference associated with that work previously carried out. How did you select the models and from where? Other observations and/or doubts: - Reference 18 is not cited in the text. - There are 4 references associated with maturity models ([3], [11], [15], [17]), do none of them make a comparison? - Review the English in Keywords - Change ""Keywords"" to ""Keywords"" - On page 2, change ""In section V details"" to ""In section V details"" or to ""Section V details"". - The same problem occurs on page 3 with ""Figure 3 is shown"", ""Table 2 is described"", ""Figure 6 is shown"", ""Table 11 is posted"". - You must correct ""stuck"" words. For example, change ""analyze"", ""detail"", etc. - It does not indicate the meaning of each of the elements of equation 3. - Before Table 7, there is text only in one column. - On page 8, Table 9, change ""to integrate"" with ""to integrate"". - Correct misspelled words: ""escazas"", ""se precias"". - On page 9 it talks about ""thesis research"" and not an article. - In Reference [7] it is written ""Jour-nal"", In Reference [13] a number appears after the authors' last name (example: ""Tan1"", ""Sin1"", ""Yeoh2"" - In Reference [18] it appears "" 2010b""","{'neg': 0.032, 'neu': 0.94, 'pos': 0.028, 'compound': -0.5204}",Negative
accept,4.0,1.0,1.0,1.0,"This paper presents an interesting application of immune algorithms for task scheduling. The results are of practical interest. Observations: 1. The authors make frequent use of terms in English, without the necessary definition of them or substitution with a term in Spanish. 2. There are countless editorial errors that must be corrected. As an example, we quote the phrase “While computer technology advances by leaps and bounds, it is important these days to optimize programming in a better way in order to obtain better results, which is why the use of algorithms inspired by systems has been used. biological, since they present greater optimization than the use of conventional heuristics”; 3. A large number of references are incomplete. For example: 2, 3, 6...... These corrections are necessary for the acceptance of the work","{'neg': 0.016, 'neu': 0.776, 'pos': 0.208, 'compound': 0.9774}",Positive
,3.0,-1.0,2.0,-1.0,"Aunque el paper está bien escrito y estructurado, y la experimentación parece extensa, no se percibe un grado de originalidad en la versión del algoritmo presentado en el paper respecto de las anteriores versiones del mismo existentes en la literatura y que han sido ya aplicadas a la misma problemática.","{'neg': 0.047, 'neu': 0.953, 'pos': 0.0, 'compound': -0.296}",Negative
,4.0,2.0,3.0,1.0,"The article presents an algorithm for the Job Shop Scheduling problem, using the clonal selection immunity approach. An adequate review of the related literature and the proposed methodology to solve the problem is carried out. Regarding the results and their discussion, the performance of the proposed algorithm was measured on several problems of different sizes and its performance was compared with other algorithms in the literature. The article is well structured and the presentation is clear and follows a logical order. It presents some minor problems in form that must be resolved: - incorrect numbering of the figures and does not follow the order of appearance. - reference 2 is incomplete According to what has been stated, the proposed algorithm surpasses other algorithms in the literature in terms of the percentage of BKS achieved. However, the average relative error factor % and the fact that the proposed scheme outperforms 2 schemes in the literature but is surpassed by 5 others are not discussed (this is mentioned in the conclusions but without discussion). It would be convenient to introduce a discussion regarding the latter and future work in this regard.","{'neg': 0.049, 'neu': 0.911, 'pos': 0.04, 'compound': -0.4019}",Negative
reject,5.0,-2.0,1.0,-2.0,"There is a lack of support in the validation of the proposal. There is no analysis of how this proposal improves or complements traditional requirements traceability techniques. It seems to me that proposing such an extensive code, instead of facilitating traceability, makes it more cumbersome, unless a software tool is used that automatically generates these codes, an aspect that is not considered in the proposal. The case study presented is merely descriptive, there is no support that allows validating whether improvements were actually achieved with respect to the use of traditional traceability techniques.","{'neg': 0.064, 'neu': 0.783, 'pos': 0.153, 'compound': 0.8519}",Positive
reject,3.0,-2.0,1.0,-2.0,"It is not clear if the article presents its own proposal for process evaluation (based on CMMI or ISO), an adaptation of concepts present in the standards to a specific process or a case study on a development plan. The combination of CMMI and ISO models has been widely discussed in the literature. However, no bibliographic references on this topic are included. Nor is it explained in the article what approach is used to combine the concepts of both. It is necessary to include new bibliographic references on this topic and others related to quality models and processes. The definition of phases and products of the process seem arbitrary and are not justified in the article. The phases presented do not always agree with those proposed in the state of software engineering practice. The authors must provide, at least, an explanation of how they are obtained. The article has several non-uniform formatting problems, some paragraphs have different line spacing, some section titles are in bold and others are not. The study does not provide interesting results regarding the application of these quality concepts and processes in the case of INAPI.","{'neg': 0.07, 'neu': 0.917, 'pos': 0.013, 'compound': -0.8446}",Negative
,5.0,-2.0,2.0,-1.0,"This article presents to measure the quality of software processes. The title was already something that surprised me. There are thousands of debates on what is meant by quality in software processes and the authors do not specify what the basis is from which they start. Furthermore, the classification they make in the sections from the stages of development, the development processes is something for which there are many alternatives in the literature and the authors focus on one that they seem to give or take as the most appropriate reference. The practical vision in the specific case of INAPI is of interest but I think it would have been more important to say why things are applied than to try to define a global vision and as a standard of the concepts with which I work. On the other hand, there are other methodological proposals to apply 9001 in the software context. I think that it should be more adequately promoted to defend what this really contributes.","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.9478}",Positive
accept,4.0,0.0,1.0,-1.0,"- The proposal is a good practical initiative, however there is a lack in the review of the literature on which it is based and the evaluation by experts must be expanded to be considered significant. - You must modify the citation format (it is ordered from [1] to...[n]) and the list of references indicating volume and number, etc. This is an example: [1] K. Nusair, H.G. Parsa and C. Cobanoglu. ""Building a model of commitment for Generation Y: An empirical study on e-travel retailers."" Tourism Management. Vol. 32, Issue 4, pp. 833-843. 2011. - You must indicate which currency you are referring to in the introductory paragraphs (Colombian pesos? Chilean pesos? - You must adjust the format of the tables. - It is strongly recommended to improve the writing, in order to make it shorter and less colloquial. the explanation of the work.","{'neg': 0.016, 'neu': 0.876, 'pos': 0.108, 'compound': 0.8875}",Positive
accept,,,,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
accept,4.0,2.0,1.0,1.0,"A good contribution and look to the future. The writing presents some difficulties, review. An example needs to be given for some type of device, it would have been ideal.","{'neg': 0.064, 'neu': 0.754, 'pos': 0.183, 'compound': 0.6249}",Positive
accept,5.0,2.0,1.0,0.0,"- The topic of adoption of ERP systems has been developed over the last 15 years, and in particular the review of factors that imply their success is a relevant research topic. - In the work, an analysis of the ERP literature on the topic was developed that addresses critical success factors, adoption methodologies and size of the organization. - Although it is an error to indicate that ""a third type has been generated lately..."" in relation to associating project phases and FCE, since this has been done more than 12 years ago, see Quote [36] from the same work, It is not a closed topic. - I propose to the authors to define what ""ERP adoption success"" is, since there is very interesting literature related to it for their ultimate purposes (see works by Professor Markus). - Methodologically, there are three important limitations to overcome in order to advance in an impactful scientific publication. First, the impact factor of the publications has not been considered, which has rejected the development associated with this type of reviews, mixing high-impact works (for example, articles from ISI journals with an impact factor >2, such as MISQ). with works without a quality review (for example, what Scholar ""releases"" just to match the search). Second, it is said that references from 2008 onwards will be taken as a priority, but many of their references are from before that date, and that is not unusual, since between 2001 and 2004 there is an explosion of work in this specific field. Third, papers from conferences in the area of high impact in the scientific community such as AMCIS or ECIS have not been explicitly included (the first has a private database, not accessible by Google and the second is free). - The limitations stated above restrict the scope of the interesting results presented in the work.","{'neg': 0.029, 'neu': 0.925, 'pos': 0.046, 'compound': 0.6582}",Positive
accept,3.0,0.0,1.0,0.0,"Interesting proposal for the development of a video game to treat cognitive deterioration in older adults. It is seen as a novel proposal, and one that opens a new field of video game development. From this sense it is considered a contribution to the congress. However, what the paper presents is still a proposal in development, so the project approach cannot yet be validated, which is presented as future work. For the same reason, it is also not very clear how the use of the video game would fit within a larger strategy for the treatment of mental deterioration in older adults, within which the game should be another tool. Finally, there are some statements that are not adequately supported by evidence in the paper, such as: ""when there are complex tasks it is much more difficult for the young person than for the older adult, since the older adult has the experience while the training It's just practical.""","{'neg': 0.054, 'neu': 0.884, 'pos': 0.062, 'compound': 0.3353}",Positive
accept,3.0,1.0,1.0,1.0,"An application is presented that consists of a surveillance system based on IP cameras and that can be monitored from Android mobile devices, where the contribution of the work is to create a centralized system to manage the cameras. The paper shows the design of the system in detail, which may be of interest to the congressional audience. The work presents some problems in the format: - it presents headings on each page that seem to refer to the fact that it was extracted or sent to a magazine, which does not suit the format of the workshop - it also shows sending and receiving dates, which seems to indicate in the same direction - presents some problems of wording and meaning, such as: ""Also, added to this is the inconvenience of having access to a computer"" ""presents the development of a video surveillance system with IP cameras, which encompasses the ¿¿ disadvantages?? mentioned above"" The paper should fix the problems in the format to be accepted","{'neg': 0.079, 'neu': 0.879, 'pos': 0.042, 'compound': -0.755}",Negative
